"","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"12245","male",1969,47,"middle",1,"marriage","no",312,"경영관련 사무원",506.6,3,"부산/경남/울산"
"12246","female",1971,45,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12247","female",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12248","male",2004,12,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12249","male",1968,48,"middle",1,"marriage","no",843,"비금속 제품 생산기 조작원",256,3,"부산/경남/울산"
"12250","female",1968,48,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12251","male",1990,26,"young",5,NA,"no",930,"제조관련 단순 종사원",162,3,"부산/경남/울산"
"12252","female",1992,24,"young",5,NA,"no",953,"판매관련 단순 종사원",148,3,"부산/경남/울산"
"12253","male",1976,40,"middle",1,"marriage","no",510,"영업 종사자",388.3,3,"부산/경남/울산"
"12254","female",1977,39,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12255","male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12256","male",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12257","female",1955,61,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12258","male",1979,37,"middle",1,"marriage","no",284,"화가 사진가 및 공연예술가",NA,2,"수도권(인천/경기)"
"12259","male",1974,42,"middle",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",808.3,2,"수도권(인천/경기)"
"12260","female",1975,41,"middle",1,"marriage","no",284,"화가 사진가 및 공연예술가",36,2,"수도권(인천/경기)"
"12261","male",2004,12,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"12262","male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"12263","male",1946,70,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12264","female",1951,65,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12265","male",1977,39,"middle",1,"marriage","yes",235,"전기 전자 및 기계 공학 기술자 및 시험원",441,3,"부산/경남/울산"
"12266","female",1982,34,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",187,3,"부산/경남/울산"
"12267","female",2010,6,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12268","female",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12269","female",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12270","male",1945,71,"old",1,"marriage","yes",149,"기타 건설 전기 및 생산 관련 관리자",50,3,"부산/경남/울산"
"12271","female",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12272","male",1959,57,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12273","female",1960,56,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12274","female",1987,29,"young",5,NA,"yes",314,"비서 및 사무 보조원",152,3,"부산/경남/울산"
"12275","female",1989,27,"young",5,NA,"no",245,"치료사 및 의료기사",178,3,"부산/경남/울산"
"12276","male",1950,66,"old",1,"marriage","yes",741,"금형 주조 및 단조원",NA,3,"부산/경남/울산"
"12277","female",1957,59,"middle",1,"marriage","yes",314,"비서 및 사무 보조원",NA,3,"부산/경남/울산"
"12278","male",1960,56,"middle",1,"marriage","no",874,"물품이동 장비 조작원",725,3,"부산/경남/울산"
"12279","female",1962,54,"middle",1,"marriage","no",521,"매장 판매 종사자",141,3,"부산/경남/울산"
"12280","female",1987,29,"young",5,NA,"no",247,"사회복지관련 종사자",195.8,3,"부산/경남/울산"
"12281","female",1989,27,"young",5,NA,"yes",252,"학교 교사",208.3,3,"부산/경남/울산"
"12282","male",1947,69,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12283","female",1947,69,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12284","female",1962,54,"middle",3,"divorce","no",314,"비서 및 사무 보조원",142,3,"부산/경남/울산"
"12285","female",1991,25,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12286","male",1956,60,"old",1,"marriage","yes",120,"행정 및 경영지원 관리자",687.9,3,"부산/경남/울산"
"12287","female",1961,55,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12288","female",1985,31,"middle",5,NA,"yes",320,"금융 및 보험관련 사무 종사자",458.3,3,"부산/경남/울산"
"12289","female",1987,29,"young",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",292,3,"부산/경남/울산"
"12290","male",1991,25,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12291","male",1982,34,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",443,3,"부산/경남/울산"
"12292","male",1961,55,"middle",1,"marriage","yes",252,"학교 교사",458.3,3,"부산/경남/울산"
"12293","female",1960,56,"middle",1,"marriage","yes",253,"유치원 교사",NA,3,"부산/경남/울산"
"12294","female",1989,27,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12295","female",1991,25,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12296","male",1995,21,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12297","female",1950,66,"old",2,NA,"no",441,"주방장 및 조리사",NA,3,"부산/경남/울산"
"12298","male",1974,42,"middle",3,"divorce","no",892,"인쇄 및 사진현상 관련 기계조작원",NA,3,"부산/경남/울산"
"12299","male",1948,68,"old",1,"marriage","yes",159,"기타 판매 및 고객서비스 관리자",NA,3,"부산/경남/울산"
"12300","female",1953,63,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12301","male",1982,34,"middle",1,"marriage","yes",159,"기타 판매 및 고객서비스 관리자",300,3,"부산/경남/울산"
"12302","female",1930,86,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12303","female",1979,37,"middle",1,"marriage","yes",244,"영양사",197,3,"부산/경남/울산"
"12304","female",1962,54,"middle",3,"divorce","yes",442,"음식서비스 종사자",145.5,3,"부산/경남/울산"
"12305","female",1960,56,"middle",3,"divorce","no",951,"가사 및 육아 도우미",67,3,"부산/경남/울산"
"12306","male",1939,77,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12307","female",1950,66,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12308","male",1953,63,"old",1,"marriage","no",910,"건설 및 광업 단순 종사원",NA,3,"부산/경남/울산"
"12309","female",1951,65,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12310","male",1947,69,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12311","female",1954,62,"old",3,"divorce","yes",NA,NA,NA,1,"서울"
"12312","female",1987,29,"young",5,NA,"no",313,"회계 및 경리 사무원",233.3,3,"부산/경남/울산"
"12313","male",1953,63,"old",1,"marriage","yes",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"12314","female",1957,59,"middle",1,"marriage","yes",442,"음식서비스 종사자",NA,3,"부산/경남/울산"
"12315","female",1986,30,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",157,3,"부산/경남/울산"
"12316","male",1979,37,"middle",1,"marriage","yes",222,"정보시스템 개발 전문가",NA,3,"부산/경남/울산"
"12317","male",2009,7,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12318","male",1972,44,"middle",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"12319","male",1995,21,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12320","male",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12321","male",2000,16,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12322","female",1933,83,"old",2,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12323","male",1969,47,"middle",1,"marriage","no",852,"냉 난방 관련 설비 조작원",398,3,"부산/경남/울산"
"12324","female",1970,46,"middle",1,"marriage","no",952,"음식관련 단순 종사원",88,3,"부산/경남/울산"
"12325","female",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12326","female",1998,18,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12327","male",1938,78,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12328","female",1947,69,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12329","male",1957,59,"middle",1,"marriage","yes",873,"자동차 운전원",160,3,"부산/경남/울산"
"12330","female",1958,58,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12331","male",1982,34,"middle",1,"marriage","no",930,"제조관련 단순 종사원",132,3,"부산/경남/울산"
"12332","female",1982,34,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12333","male",1956,60,"old",3,"divorce","no",312,"경영관련 사무원",107,3,"부산/경남/울산"
"12334","male",1982,34,"middle",5,NA,"no",441,"주방장 및 조리사",371,1,"서울"
"12335","male",1977,39,"middle",1,"marriage","no",761,"전기 및 전자기기 설치 및 수리원",408,3,"부산/경남/울산"
"12336","female",1980,36,"middle",1,"marriage","no",431,"운송 서비스 종사자",50,3,"부산/경남/울산"
"12337","male",2003,13,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12338","female",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12339","female",2011,5,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12340","male",1961,55,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12341","female",1962,54,"middle",1,"marriage","yes",922,"배달원",180,3,"부산/경남/울산"
"12342","female",1989,27,"young",5,NA,"yes",313,"회계 및 경리 사무원",183,3,"부산/경남/울산"
"12343","female",1994,22,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12344","male",1959,57,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12345","female",1967,49,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",124,3,"부산/경남/울산"
"12346","male",1992,24,"young",5,NA,"yes",876,"선박 갑판승무원 및 관련 종사원",280,3,"부산/경남/울산"
"12347","female",1963,53,"middle",3,"divorce","yes",314,"비서 및 사무 보조원",221,3,"부산/경남/울산"
"12348","female",1988,28,"young",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12349","male",1984,32,"middle",1,"marriage","no",284,"화가 사진가 및 공연예술가",203,3,"부산/경남/울산"
"12350","male",1959,57,"middle",3,"divorce","yes",NA,NA,NA,2,"수도권(인천/경기)"
"12351","female",1987,29,"young",1,"marriage","yes",864,"전기 전자 부품 및 제품 조립원",278.8,2,"수도권(인천/경기)"
"12352","female",1989,27,"young",3,"divorce","yes",NA,NA,NA,2,"수도권(인천/경기)"
"12353","female",1999,17,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12354","male",1986,30,"middle",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"12355","male",2011,5,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12356","male",2008,8,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12357","female",2013,3,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12358","male",1945,71,"old",1,"marriage","yes",942,"경비원 및 검표원",140,3,"부산/경남/울산"
"12359","female",1943,73,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12360","male",1946,70,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"12361","female",1949,67,"old",1,"marriage","yes",152,"고객서비스 관리자",NA,7,"광주/전남/전북/제주도"
"12362","female",1963,53,"middle",3,"divorce","no",NA,NA,NA,3,"부산/경남/울산"
"12363","male",1990,26,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12364","male",1961,55,"middle",1,"marriage","no",611,"작물재배 종사자",NA,3,"부산/경남/울산"
"12365","female",1961,55,"middle",1,"marriage","no",441,"주방장 및 조리사",NA,3,"부산/경남/울산"
"12366","male",1956,60,"old",1,"marriage","yes",131,"연구 교육 및 법률 관련 관리자",666.6,3,"부산/경남/울산"
"12367","female",1957,59,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12368","male",1950,66,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12369","female",1951,65,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12370","male",1966,50,"middle",3,"divorce","no",530,"방문 노점 및 통신 판매 관련 종사자",NA,3,"부산/경남/울산"
"12371","male",1996,20,"young",5,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12372","female",1935,81,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12373","female",1930,86,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12374","male",1969,47,"middle",1,"marriage","yes",248,"종교관련 종사자",210,3,"부산/경남/울산"
"12375","female",1972,44,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12376","female",1996,20,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12377","male",1998,18,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12378","male",2000,16,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12379","female",2004,12,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12380","female",2011,5,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12381","male",1974,42,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",436.3,3,"부산/경남/울산"
"12382","female",1973,43,"middle",1,"marriage","no",252,"학교 교사",466.6,3,"부산/경남/울산"
"12383","male",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12384","male",1974,42,"middle",1,"marriage","no",234,"환경공학 기술자 및 시험원",454.1,4,"대구/경북"
"12385","female",1981,35,"middle",1,"marriage","no",NA,NA,NA,4,"대구/경북"
"12386","male",2005,11,"young",0,NA,"no",NA,NA,NA,4,"대구/경북"
"12387","male",2007,9,"young",0,NA,"no",NA,NA,NA,4,"대구/경북"
"12388","male",2011,5,"young",0,NA,"no",NA,NA,NA,4,"대구/경북"
"12389","male",1980,36,"middle",1,"marriage","no",312,"경영관련 사무원",533.3,3,"부산/경남/울산"
"12390","female",1981,35,"middle",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12391","male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12392","female",1956,60,"old",2,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12393","female",2009,7,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12394","male",1945,71,"old",2,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12395","male",1985,31,"middle",5,NA,"yes",248,"종교관련 종사자",160,2,"수도권(인천/경기)"
"12396","male",1957,59,"middle",1,"marriage","no",772,"건설관련 기능 종사자",290.6,3,"부산/경남/울산"
"12397","female",1964,52,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",178.5,3,"부산/경남/울산"
"12398","male",1934,82,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12399","female",1944,72,"old",1,"marriage","no",NA,NA,NA,3,"부산/경남/울산"
"12400","male",1940,76,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12401","female",1943,73,"old",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12402","male",1971,45,"middle",1,"marriage","no",235,"전기 전자 및 기계 공학 기술자 및 시험원",545.8,3,"부산/경남/울산"
"12403","female",1971,45,"middle",1,"marriage","no",259,"기타 교육 전문가",128,3,"부산/경남/울산"
"12404","male",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12405","male",2001,15,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12406","male",1973,43,"middle",1,"marriage","no",312,"경영관련 사무원",433,3,"부산/경남/울산"
"12407","female",1979,37,"middle",1,"marriage","no",245,"치료사 및 의료기사",216,3,"부산/경남/울산"
"12408","male",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12409","male",2009,7,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12410","male",1971,45,"middle",1,"marriage","no",1012,"장기 부사관 및 준위",462,3,"부산/경남/울산"
"12411","female",1970,46,"middle",1,"marriage","no",311,"행정 사무원",294,3,"부산/경남/울산"
"12412","male",2004,12,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12413","male",2006,10,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12414","male",1969,47,"middle",1,"marriage","no",922,"배달원",322,3,"부산/경남/울산"
"12415","female",1972,44,"middle",1,"marriage","no",992,"계기검침 수금 및 주차 관련 종사원",130,3,"부산/경남/울산"
"12416","male",1999,17,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12417","male",1972,44,"middle",1,"marriage","yes",312,"경영관련 사무원",408.3,3,"부산/경남/울산"
"12418","female",1973,43,"middle",1,"marriage","yes",243,"간호사",226.3,3,"부산/경남/울산"
"12419","male",2002,14,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12420","female",2010,6,"young",0,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12421","male",1956,60,"old",1,"marriage","yes",120,"행정 및 경영지원 관리자",561,3,"부산/경남/울산"
"12422","female",1957,59,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12423","male",1959,57,"middle",1,"marriage","yes",863,"전기 전자 부품 및 제품 제조장치 조작원",331,3,"부산/경남/울산"
"12424","female",1963,53,"middle",1,"marriage","yes",521,"매장 판매 종사자",94,3,"부산/경남/울산"
"12425","male",1991,25,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12426","female",1993,23,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
"12427","male",1958,58,"middle",1,"marriage","yes",873,"자동차 운전원",203,3,"부산/경남/울산"
"12428","female",1960,56,"middle",1,"marriage","yes",NA,NA,NA,3,"부산/경남/울산"
"12429","male",1984,32,"middle",1,"marriage","yes",312,"경영관련 사무원",353.3,2,"수도권(인천/경기)"
"12430","male",1987,29,"young",5,NA,"yes",799,"기타 기능관련 종사자",48,1,"서울"
"12431","female",1984,32,"middle",1,"marriage","yes",NA,NA,NA,2,"수도권(인천/경기)"
"12432","female",2011,5,"young",0,NA,"yes",NA,NA,NA,2,"수도권(인천/경기)"
"12433","male",1975,41,"middle",3,"divorce","no",521,"매장 판매 종사자",NA,3,"부산/경남/울산"
"12434","male",2005,11,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12435","male",2007,9,"young",0,NA,"no",NA,NA,NA,3,"부산/경남/울산"
"12436","male",1960,56,"middle",1,"marriage","no",743,"용접원",195,3,"부산/경남/울산"
"12437","female",1961,55,"middle",1,"marriage","no",441,"주방장 및 조리사",201,3,"부산/경남/울산"
"12438","female",1985,31,"middle",5,NA,"no",313,"회계 및 경리 사무원",150,3,"부산/경남/울산"
"12439","male",1992,24,"young",5,NA,"yes",NA,NA,NA,3,"부산/경남/울산"
